nu,trial,oracle_f1,traced_f1,gaussian_f1,traced_gap,gaussian_gap,traced_nmi,gaussian_nmi,traced_pct_oracle,gaussian_pct_oracle
10,3,0.2623188405797101,0.1820818070818071,0.26551226551226553,0.08023703349790301,-0.003193424932555422,0.7191870336075266,0.8098258124440216,69.41240159472206,101.2173829853388
10,4,0.15004748338081672,0.0,0.0,0.15004748338081672,0.15004748338081672,0.0,0.007183810427585494,0.0,0.0
10,5,0.09674329501915709,0.18888888888888888,0.14503579209461562,-0.0921455938697318,-0.04829249707545853,0.6447117803217242,0.5424191082302467,195.24752475247524,149.91818509582052
10,6,0.23306800726155563,0.3178571428571429,0.23197132616487456,-0.08478913559558726,0.001096681096681068,0.995621984883906,0.8444317132257005,136.37956860395448,99.52945875773918
10,7,0.22546296296296298,0.17990558292282433,0.16549789621318375,0.04555738004013865,0.05996506674977922,0.9976006833367455,0.550958326030517,79.79385197398368,73.40358435738746
10,8,0.05555555555555556,0.12350427350427351,0.16042780748663102,-0.06794871794871796,-0.10487225193107547,0.5812758299732175,0.5096064075849323,222.30769230769232,288.7700534759358
10,9,0.16444444444444448,0.0,0.0,0.16444444444444448,0.16444444444444448,0.0,0.005249645945477865,0.0,0.0
15,0,0.25225225225225223,0.041666666666666664,0.2989656322989656,0.21058558558558557,-0.04671338004671338,0.05718349772324155,0.06247238664727795,16.517857142857142,118.5185185185185
15,1,0.12971342383107087,0.1737654320987654,0.20634920634920637,-0.04405200826769454,-0.07663578251813549,0.6482574413980591,0.7803396824254255,133.96102497846684,159.08084163898118
15,2,0.1442495126705653,0.1442495126705653,0.13055555555555556,0.0,0.01369395711500973,0.9932229717229928,0.4731210685386812,100.0,90.50675675675677
15,3,0.30857142857142855,0.24331797235023042,0.3073143073143073,0.06525345622119813,0.001257121257121241,0.6475435204806567,0.5792567109444524,78.85304659498209,99.5925995925996
15,4,0.1400966183574879,0.1885964912280702,0.2394619683622241,-0.0484998728705823,-0.0993653500047362,0.9976006833367457,0.7461935476829488,134.6188747731398,170.92630155510483
15,5,0.10708397923279446,0.15819377990430622,0.14261904761904762,-0.05110980067151176,-0.03553506838625316,0.9938020438534206,0.546788866352211,147.72870884859626,133.18429950105045
15,6,0.28404928404928403,0.3468857328506451,0.3174074074074074,-0.06283644880136108,-0.03335812335812338,0.6475520888746006,0.6420025712856131,122.12167124859172,111.74378012244368
15,7,0.09523809523809525,0.12009803921568628,0.14833333333333334,-0.02485994397759103,-0.0530952380952381,0.6503062787446207,0.6369741262024786,126.10294117647058,155.75
15,8,0.2022328548644338,0.12222222222222222,0.12222222222222222,0.08001063264221157,0.08001063264221157,0.9976006833367457,0.8636582243457949,60.436382754994746,60.436382754994746
15,9,0.1998944505338367,0.0606060606060606,0.09305873379099923,0.1392883899277761,0.10683571674283747,0.6071735968931479,0.5411491482052212,30.319031090761396,46.55393561075719
30,0,0.1255854568548067,0.16666666666666666,0.19943019943019946,-0.04108120981185995,-0.07384474257539275,0.664116275047467,0.8350017707966904,132.71175726927936,158.80039331366766
30,1,0.2584082584082584,0.1781818181818182,0.1741452991452991,0.08022644022644018,0.08426295926295926,0.7018047331905642,0.8304110339428966,68.9536082474227,67.39153780068729
30,2,0.09062980030721968,0.12755181549010441,0.16170282979952147,-0.03692201518288474,-0.07107302949230179,0.9558263208784171,0.6258475617578787,140.7393760746745,178.42125796523467
30,3,0.2598757763975155,0.3099128540305011,0.20214568040654998,-0.050037077632985594,0.05773009599096554,0.7092143487789139,0.8159723555842787,119.25422920389741,77.78550321571355
30,4,0.11188811188811187,0.23885918003565057,0.33535353535353535,-0.1269710681475387,-0.22346542346542347,0.9932229714175222,0.8066781659493492,213.48039215686273,299.7222222222223
30,5,0.14221710189452122,0.1277777777777778,0.14147435897435898,0.014439324116743424,0.0007427429201622426,0.6451119338045461,0.754417196052996,89.84698469846988,99.4777400817005
30,6,0.27146464646464646,0.17460317460317462,0.11494252873563217,0.09686147186147184,0.1565221177290143,0.9976006833367457,0.7582077051542063,64.31893687707641,42.341619887730545
30,7,0.11241545893719807,0.13872924648786716,0.14041514041514042,-0.0263137875506691,-0.02799968147794235,0.6406542510041928,0.4291388655441234,123.40762364842503,124.90732301647644
30,8,0.12971342383107087,0.14017094017094014,0.21596051007815711,-0.010457516339869272,-0.08624708624708624,0.6468131584537543,0.7348439929708948,108.06201550387595,166.49048625792813
30,9,0.14887914230019494,0.10526315789473684,0.13888888888888887,0.04361598440545811,0.009990253411306077,0.9976006833367457,0.4484856032914526,70.7037643207856,93.28968903436986
